gene	AP018714	AP018715	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029009	phief24c_oriented	TEX	V12_RAST
IJMJAIPA_00001	96.097	98.734	69.17	69.17	99.262	69.17	97.363	98.629		70.692	98.207	69.17	98.101	71.077	70.751
IJMJAIPA_00002	80.392	78.431			99.346		98.693	99.346			82.353		98.693		
IJMJAIPA_00003	95.139	94.907			98.38		97.454	98.148			95.139		98.38		
IJMJAIPA_00004	97.403	91.342			98.268		94.69	98.268			95.671		98.684		
IJMJAIPA_00005	96.991	96.759			99.537		93.981	91.435			97.222		99.306		
IJMJAIPA_00006	97.368	95.169			97.368		93.86	97.368			91.228		90.654		
IJMJAIPA_00007	97.619	96.104			98.485		94.156	97.619			95.455		90.043		
IJMJAIPA_00008	95.434	95.662			98.858		94.222	95.205			98.402		95.662		
IJMJAIPA_00009	96.429	98.81			98.512		94.048	96.726			99.107		94.643		
IJMJAIPA_00010	100.0	98.824			99.608		97.255	100.0			96.863		99.216		
IJMJAIPA_00011	100.0	97.647			97.255		97.647	100.0			96.863		96.471		
IJMJAIPA_00012	99.13	98.551			98.261		99.13	99.71					97.681		
IJMJAIPA_00013	100.0	98.851			95.402						98.276		95.977		
IJMJAIPA_00014	98.684				97.268		100.0	100.0					97.268		
IJMJAIPA_00015	99.371						100.0	100.0							
IJMJAIPA_00016	99.471				97.884		97.619	97.619			99.483		97.884		
IJMJAIPA_00017	80.723	90.821			81.205		97.826	97.826			99.517		81.205		
IJMJAIPA_00018	99.145	83.486			94.017		93.162	93.162			92.308		94.017		
IJMJAIPA_00019	100.0	85.535			78.704		99.686	99.686	67.014		99.371	67.82	78.704	68.056	
IJMJAIPA_00020	97.222	95.752	65.594	65.594	95.588		98.366	98.366		64.516	92.81	65.191	95.425	64.516	66.129
IJMJAIPA_00021	97.268	100.0			100.0		97.814	97.814			97.814		98.907		
IJMJAIPA_00022	98.542	98.75			99.375		99.792	99.792			98.958		99.167		
IJMJAIPA_00023	97.953	97.953	65.827	65.827	97.515		95.175	95.175				64.669	97.661		65.183
IJMJAIPA_00024	97.685	95.833			96.296		90.769	90.769			95.37		97.685		
IJMJAIPA_00025	96.97	97.475			86.5		96.465	96.465			98.485		97.98		
IJMJAIPA_00026	93.22	87.006			87.006		97.74	97.74			91.525		87.006		
IJMJAIPA_00027	96.32	96.32			96.104		98.485	98.485			97.619		98.268		
IJMJAIPA_00028	96.825	97.884			97.884		97.354	97.354			97.354		97.354		
IJMJAIPA_00029	99.011	98.588			99.011		99.294	99.294			97.881		97.316		
IJMJAIPA_00030	90.909	96.203			96.203		95.57	95.57			91.121		90.698		
IJMJAIPA_00031	94.798	95.183			94.99		94.605	95.183			96.146		94.798		
IJMJAIPA_00032	91.515	93.333			92.727		91.515	91.515			91.515		91.515		
IJMJAIPA_00033	97.814	98.087			98.087		96.995	97.541			98.087		98.361		
IJMJAIPA_00034							96.517	96.517							
IJMJAIPA_00035	96.815	97.24			95.754		99.363	99.363			97.24				
IJMJAIPA_00036	97.419	97.414			95.043		96.774	96.559			96.859		95.259		
IJMJAIPA_00037	89.687	95.764			94.659		98.895	98.895			96.501		95.764		
IJMJAIPA_00038	98.83	98.246			98.83		98.246	98.246					98.246		
IJMJAIPA_00039	98.039	98.319			98.039		98.039	98.319			98.039		98.319		
IJMJAIPA_00040	95.065	95.584			95.584		94.911	94.911			95.065		95.844		
IJMJAIPA_00041	95.972	95.972			96.209		96.133	96.133			96.154		96.209		
IJMJAIPA_00042	95.181	95.181			95.582		96.386	96.386			95.181		95.181		
IJMJAIPA_00043	94.961	94.186			94.38		94.186	94.186			94.961		93.411		
IJMJAIPA_00044	92.424	93.434			91.919		95.455	95.455			92.424		91.414		
IJMJAIPA_00045											96.855				
IJMJAIPA_00046	94.737	96.842			77.748		78.133	78.133			94.737		77.748		
IJMJAIPA_00047	98.413	98.81			96.25		97.222	97.619			97.222		96.25		
IJMJAIPA_00048	95.556	96.889			96.0		94.222	94.222			96.0		95.111		
IJMJAIPA_00049	95.833	96.875			96.875		94.792	94.792			95.833		96.354		
IJMJAIPA_00050					95.752								95.425		
IJMJAIPA_00051	98.397	98.397			95.833		98.718	98.718			97.436		98.718		
IJMJAIPA_00052	95.302	95.95	94.966		94.737	93.421	95.95	95.95			95.638		94.393		93.421
IJMJAIPA_00053		98.524	73.188	73.913			99.267	99.267					99.257		
IJMJAIPA_00054		97.807					97.368	97.368					97.807		
IJMJAIPA_00055													97.778		
IJMJAIPA_00056					98.901		96.667	96.667					97.802		
IJMJAIPA_00057					86.0		92.369	92.369					86.0		
IJMJAIPA_00058	89.67	87.679			92.109		90.948	90.948			90.948		92.96		
IJMJAIPA_00059		93.333	80.444	80.0	81.696	77.679						79.464	79.911		78.222
IJMJAIPA_00060					92.917					72.892			92.917		
IJMJAIPA_00061		96.226			96.855								95.597		
IJMJAIPA_00062					92.593		95.556	95.556							
IJMJAIPA_00063	92.655				96.045								94.915		
IJMJAIPA_00064													93.452		
IJMJAIPA_00065	90.637		87.594			88.015			85.338	84.586	93.258		94.007		87.64
IJMJAIPA_00066	98.039				99.02		100.0	100.0			99.02		99.02		
IJMJAIPA_00067	94.722	94.722			94.167		97.222	97.222			95.833		96.389		
IJMJAIPA_00068	98.958	97.917			98.438		98.438	98.438			98.438		98.438		
IJMJAIPA_00069	98.985				100.0		98.477	98.477			98.985		100.0		
IJMJAIPA_00070	97.475				94.949		97.475	97.475			98.387		94.624		
IJMJAIPA_00071							97.454	97.454			99.306		96.991		
IJMJAIPA_00072	85.287						83.448	83.448							
IJMJAIPA_00073	91.919	92.123			97.643		95.96	95.96			95.205		97.306		
IJMJAIPA_00074	96.602	96.602			97.101		96.618	96.618			96.117		98.058		
IJMJAIPA_00075		98.701			96.476		98.268	98.268			97.403		96.035		
IJMJAIPA_00076		97.154			97.561						97.561		99.187		
IJMJAIPA_00077	99.034	99.034			99.034		99.517	99.517			94.686		97.101		
IJMJAIPA_00078	96.587				96.939		96.587	96.587		75.347			96.259	79.021	
IJMJAIPA_00079	93.617	100.0			97.163		97.872	97.872			100.0		100.0		
IJMJAIPA_00080	95.988	96.296			100.0		93.519	93.519			98.457		94.753		
IJMJAIPA_00081					98.519		97.407	97.407					98.889		
IJMJAIPA_00082	97.667	97.333			98.333		96.333	96.333			99.0		98.333		
IJMJAIPA_00083	97.454	97.454			98.38		98.611	98.611			97.222		98.38		
IJMJAIPA_00084	88.631	89.666			89.095		91.874	91.874			88.146		89.095		
IJMJAIPA_00085	98.287	97.508			96.573		98.131	98.131			98.131		96.573		
IJMJAIPA_00086							99.399	99.399							
IJMJAIPA_00087	99.306	94.326			95.833		92.908	92.908			96.528		95.833		
IJMJAIPA_00088	97.484				94.969		98.742	98.742			92.453		94.969		
IJMJAIPA_00089															
IJMJAIPA_00090	95.848	97.034											96.797		
IJMJAIPA_00091	88.83	99.645									90.957		97.436		
