Query_37427	YP_009218333.1	100.000	140	0	0	1	140	1	140	9.74e-98	286	100.00
Query_37427	YP_001504133.1	97.143	140	4	0	1	140	1	140	3.23e-96	282	99.29
Query_37427	YP_009147091.1	96.923	130	4	0	1	130	1	130	2.71e-88	261	99.23
Query_37427	AHL19132.1	75.714	140	34	0	1	140	5	144	3.99e-75	229	87.86
Query_37427	YP_001468474.1	75.714	140	34	0	1	140	1	140	4.21e-75	229	87.86
Query_37427	ANY29421.1	67.857	140	45	0	1	140	1	140	3.34e-65	204	81.43
Query_37427	YP_006908048.1	68.571	140	44	0	1	140	1	140	3.45e-65	204	81.43
Query_37427	YP_007677122.1	67.857	140	45	0	1	140	1	140	3.49e-65	204	81.43
Query_37427	AXU41323.1	68.571	140	44	0	1	140	4	143	3.64e-65	204	81.43
Query_37427	YP_009006751.1	65.693	137	47	0	1	137	1	137	6.44e-64	201	86.13
Query_37427	YP_006908487.1	65.714	140	48	0	1	140	1	140	8.85e-64	200	81.43
Query_37427	AAD31276.1	67.153	137	45	0	1	137	1	137	1.19e-63	200	83.94
Query_37427	YP_006907316.1	65.000	140	49	0	1	140	1	140	1.80e-63	199	81.43
Query_37427	ARM69160.1	65.693	137	47	0	1	137	1	137	1.84e-63	199	85.40
Query_37427	YP_009056455.1	65.000	140	49	0	1	140	1	140	4.15e-63	198	82.14
Query_37427	YP_240911.1	64.964	137	48	0	1	137	1	137	4.29e-63	198	85.40
Query_37427	AAY53328.1	73.171	123	33	0	18	140	1	123	9.63e-63	197	86.99
Query_37427	YP_009151131.1	65.714	140	48	0	1	140	1	140	2.59e-62	196	80.71
Query_37427	YP_007349191.1	64.286	140	50	0	1	140	1	140	2.89e-62	196	81.43
Query_37427	BBC69536.1	65.672	134	46	0	1	134	1	134	4.90e-62	196	85.07
Query_37427	WP_016045200.1	62.857	140	52	0	1	140	1	140	2.27e-61	194	80.71
Query_37427	ASR79031.1	62.857	140	52	0	1	140	3	142	2.42e-61	194	80.71
Query_37427	YP_009275290.1	63.571	140	51	0	1	140	1	140	5.21e-61	193	79.29
Query_37427	YP_009274771.1	64.286	140	50	0	1	140	1	140	1.12e-60	192	78.57
Query_37427	WP_075218470.1	62.857	140	52	0	1	140	1	140	1.27e-60	192	80.00
Query_37427	AXH71123.1	62.857	140	52	0	1	140	1	140	6.62e-60	190	80.00
Query_37427	APZ82540.1	62.857	140	52	0	1	140	1	140	1.61e-59	189	80.00
Query_37427	YP_008318337.1	61.429	140	54	0	1	140	1	140	1.64e-59	189	80.00
Query_37427	AVP40284.1	64.615	130	46	0	1	130	1	130	1.75e-59	189	83.85
Query_37427	AFN38130.1	64.234	137	48	1	1	137	1	136	3.86e-59	188	83.94
Query_37427	YP_008771443.1	60.714	140	55	0	1	140	1	140	5.19e-59	188	80.00
Query_37427	YP_009151627.1	66.142	127	43	0	1	127	1	127	1.45e-55	179	79.53
Query_37427	YP_009224514.1	68.644	118	37	0	1	118	1	118	1.84e-55	178	87.29
Query_37427	AGR48147.1	66.393	122	41	0	1	122	1	122	1.95e-55	178	83.61
Query_37427	YP_238555.1	70.248	121	35	1	1	120	1	121	4.75e-55	177	83.47
Query_37427	ASN67831.1	67.227	119	39	0	1	119	1	119	2.30e-54	176	84.03
Query_37427	AXF38326.1	67.227	119	39	0	1	119	1	119	2.59e-54	176	84.03
Query_37427	ANH50514.1	70.536	112	33	0	1	112	1	112	1.60e-53	173	86.61
Query_37427	YP_009214474.1	67.521	117	38	0	1	117	1	117	2.32e-53	173	84.62
Query_37427	AYH91911.1	55.000	140	63	0	1	140	1	140	6.61e-53	173	79.29
Query_37427	AUV60222.1	55.000	140	63	0	1	140	1	140	9.49e-53	173	78.57
Query_37427	AUV59951.1	54.286	140	64	0	1	140	1	140	3.53e-52	171	78.57
Query_37427	YP_009227028.1	62.602	123	46	0	18	140	1	123	1.09e-51	169	81.30
Query_37427	ATG86325.1	54.676	139	63	0	1	139	1	139	1.48e-51	170	77.70
Query_37427	YP_009195922.1	68.468	111	35	0	1	111	1	111	3.40e-51	167	86.49
Query_37427	YP_004301429.1	55.782	147	58	2	1	140	1	147	5.78e-51	168	74.15
Query_37427	YP_164737.1	50.714	140	69	0	1	140	1	140	2.90e-50	166	76.43
Query_37427	YP_009222247.1	56.115	139	58	1	1	136	1	139	2.91e-50	166	75.54
Query_37427	YP_007005612.1	66.667	111	37	0	1	111	1	111	6.13e-50	164	84.68
Query_37427	ARQ95849.1	67.890	109	35	0	1	109	1	109	1.47e-49	164	85.32
Query_37427	YP_009275792.1	64.865	111	39	0	1	111	1	111	7.79e-49	161	84.68
Query_37427	YP_007003406.1	52.857	140	66	0	1	140	1	140	5.35e-48	160	70.00
Query_37427	ANT44765.1	71.429	112	32	0	1	112	1	112	1.18e-45	153	87.50
Query_37427	WP_116942527.1	69.792	96	29	0	17	112	2	97	6.79e-43	146	86.46
Query_37427	YP_009099071.1	49.635	137	69	0	1	137	1	137	7.59e-43	147	70.80
Query_37427	YP_009215877.1	48.175	137	71	0	1	137	1	137	3.36e-42	145	70.80
Query_37427	WP_017814470.1	46.324	136	73	0	1	136	1	136	1.64e-37	134	69.85
Query_37427	WP_099321096.1	49.265	136	69	0	1	136	1	136	1.77e-37	134	64.71
Query_37427	WP_025684575.1	46.324	136	73	0	1	136	1	136	8.91e-37	132	68.38
Query_37427	WP_028590359.1	45.588	136	74	0	1	136	1	136	2.57e-35	128	66.18
Query_37427	WP_025699292.1	44.853	136	75	0	1	136	1	136	4.62e-35	127	66.91
Query_37427	YP_002790795.1	48.551	138	69	2	4	140	13	149	1.49e-34	126	65.22
Query_37427	YP_008770017.1	41.791	134	78	0	1	134	1	134	4.47e-34	125	65.67
Query_37427	YP_002300357.1	41.045	134	79	0	1	134	1	134	1.79e-33	123	65.67
Query_37427	WP_109120031.1	26.923	130	94	1	6	134	4	133	2.03e-08	59.3	47.69
Query_37427	WP_012173307.1	21.008	119	92	1	13	131	17	133	0.15	41.6	42.02
Query_37427	WP_075218586.1	59.375	32	13	0	9	40	92	123	3.3	37.7	62.50


